crop_path,image_stem,damage_type,severity,confidence,reasoning,model
outputs/stage2_crops/crops/sindhu_v9__0312_JPEG.rf.a990de48e876c4050b5f7588ab60bc43/0_0.jpg,sindhu_v9__0312_JPEG.rf.a990de48e876c4050b5f7588ab60bc43,dent,moderate,0.8,The dent appears to be larger than 2 cm and shows signs of panel deformation without structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003106/2_0.jpg,cardd_yolo__003106,glass_damage,severe,0.9,"The windshield is shattered with significant glass loss, indicating severe damage.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__front_bumper-sep23---48-_jpg.rf.ec54acb66c02b06a9d3b6d0045348ad7/0_1.jpg,sindhu_v9__front_bumper-sep23---48-_jpg.rf.ec54acb66c02b06a9d3b6d0045348ad7,dent,mild,0.8,"The visible damage appears to be a small dent with paint intact, suggesting it is less than 2 cm in diameter.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__rear_winscreen--41-_jpg.rf.bc77f040401483607b0c3ee48bde4a7e/2_0.jpg,sindhu_v9__rear_winscreen--41-_jpg.rf.bc77f040401483607b0c3ee48bde4a7e,glass_damage,severe,0.9,"The windshield is shattered with significant glass loss, indicating severe damage.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__0153_JPEG.rf.b0ba299374595b1805c65298b2fb3cc0/0_0.jpg,sindhu_v9__0153_JPEG.rf.b0ba299374595b1805c65298b2fb3cc0,dent,severe,0.9,"The damage includes a large dent with significant panel deformation, indicating potential structural impact.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__isolate-side-car-crashed-color-braun-white-which-another-was-demolished-88085086_jpg.rf.6be10814ebe67e1409a13a7e54dda55a/0_4.jpg,sindhu_v9__isolate-side-car-crashed-color-braun-white-which-another-was-demolished-88085086_jpg.rf.6be10814ebe67e1409a13a7e54dda55a,dent,moderate,0.8,"The visible dent appears to be larger than 2 cm, indicating a moderate level of damage.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003801/2_0.jpg,cardd_yolo__003801,glass_damage,severe,0.9,"The windshield is shattered with significant glass damage, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__002244/1_1.jpg,cardd_yolo__002244,scratch,mild,0.9,The visible damage consists of superficial scratches that appear to be less than 10 cm in length with no paint depth penetration.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000181/2_0.jpg,cardd_yolo__000181,glass_damage,severe,0.9,"The image shows a significant hole in the glass, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003210/2_0.jpg,cardd_yolo__003210,glass_damage,severe,0.9,"The windshield is shattered with significant glass damage, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__headlight_b--25-_jpg.rf.29fcae9b2fbe758b1cb92747dcecb1d0/3_0.jpg,sindhu_v9__headlight_b--25-_jpg.rf.29fcae9b2fbe758b1cb92747dcecb1d0,light_damage,severe,0.9,"The visible damage includes significant deformation and crushed components, indicating a severe impact.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000513/1_1.jpg,cardd_yolo__000513,scratch,moderate,0.8,"The visible scratches appear to be deep, exposing the primer or bare metal, indicating moderate damage.",gpt-4o-mini
outputs/stage2_crops_val/crops/sindhu_v9__oct-5---62-_jpg.rf.b82e9f927a52d4f70937c008b7f7a512/2_1.jpg,sindhu_v9__oct-5---62-_jpg.rf.b82e9f927a52d4f70937c008b7f7a512,glass_damage,severe,0.9,"The windshield is shattered with significant glass damage, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__002933/0_4.jpg,cardd_yolo__002933,dent,moderate,0.8,The damage includes a significant crack in the paint and a visible dent that appears to exceed 2 cm in size.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000549/0_0.jpg,cardd_yolo__000549,dent,moderate,0.8,The visible dent appears to be larger than 2 cm and shows signs of panel deformation without structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003770/2_0.jpg,cardd_yolo__003770,glass_damage,severe,0.9,"The windshield is shattered with significant glass loss, indicating severe damage.",gpt-4o-mini
outputs/stage2_crops_val/crops/cardd_yolo__003112/2_0.jpg,cardd_yolo__003112,glass_damage,severe,0.9,"The damage includes a large broken section of glass in the windshield, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops_val/crops/cardd_yolo__003138/2_0.jpg,cardd_yolo__003138,glass_damage,severe,0.9,"The window glass is shattered with a significant loss of material, indicating major glass damage.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003933/2_0.jpg,cardd_yolo__003933,glass_damage,severe,0.9,"The windshield has a large hole and significant cracking, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003898/2_0.jpg,cardd_yolo__003898,glass_damage,severe,0.9,"The damage includes a large section of the glass that is missing, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003540/2_0.jpg,cardd_yolo__003540,glass_damage,severe,0.9,"The windshield is shattered with significant glass loss, indicating severe damage.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__rear_winscreen--12-_jpg.rf.986284b16f388f88ab5dfc1fcfd1822a/2_0.jpg,sindhu_v9__rear_winscreen--12-_jpg.rf.986284b16f388f88ab5dfc1fcfd1822a,glass_damage,severe,0.9,"The windshield is shattered with multiple cracks and significant glass damage, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__image_642_jpg.rf.df2cb995c2fb127fd472725c428b1fcc/2_0.jpg,sindhu_v9__image_642_jpg.rf.df2cb995c2fb127fd472725c428b1fcc,glass_damage,severe,0.9,"The windshield is shattered with significant glass damage, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000469/2_0.jpg,cardd_yolo__000469,glass_damage,severe,0.9,"The windshield is shattered with significant glass damage, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__image_217_jpg.rf.b2863bf2453b51e9c66cff082d4bef5b/3_1.jpg,sindhu_v9__image_217_jpg.rf.b2863bf2453b51e9c66cff082d4bef5b,light_damage,moderate,0.8,"The headlight appears cracked, indicating damage that is more than superficial but not entirely broken off.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000259/2_0.jpg,cardd_yolo__000259,glass_damage,severe,0.9,"The windshield is shattered with major glass loss and visible cracks, indicating severe damage.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__0904_JPEG.rf.7fb9da31b9d502a1072aaa0c6fd506cd/0_2.jpg,sindhu_v9__0904_JPEG.rf.7fb9da31b9d502a1072aaa0c6fd506cd,dent,mild,0.9,The visible dent appears to be small and does not show any paint damage or depth penetration.,gpt-4o-mini
outputs/stage2_crops_val/crops/cardd_yolo__000330/2_0.jpg,cardd_yolo__000330,glass_damage,severe,0.9,"The windshield is shattered with extensive glass damage, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops_val/crops/sindhu_v9__rear_winscreen--120-_jpg.rf.9c1c22a69f731e8519122c35146972ca/2_0.jpg,sindhu_v9__rear_winscreen--120-_jpg.rf.9c1c22a69f731e8519122c35146972ca,glass_damage,severe,0.9,"The rear window is shattered with significant glass loss, indicating major damage.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__002424/2_0.jpg,cardd_yolo__002424,glass_damage,severe,0.9,"The windshield is shattered with extensive cracks, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000205/2_0.jpg,cardd_yolo__000205,glass_damage,severe,0.9,"The glass damage shows a large hole with significant loss of material, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003877/2_1.jpg,cardd_yolo__003877,glass_damage,severe,0.9,"The glass is shattered, indicating major glass loss and potential structural impact.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__image_520_jpg.rf.aeacf6d436278e21f13f35b179cf20db/0_0.jpg,sindhu_v9__image_520_jpg.rf.aeacf6d436278e21f13f35b179cf20db,dent,severe,0.9,"The damage includes significant panel deformation and visible crushing, indicating a severe impact.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003085/2_0.jpg,cardd_yolo__003085,glass_damage,severe,0.9,"The windshield is shattered with significant glass loss, indicating severe damage.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__image_180_jpg.rf.5341746d4e00ebff701a69db8b771ff8/2_0.jpg,sindhu_v9__image_180_jpg.rf.5341746d4e00ebff701a69db8b771ff8,glass_damage,severe,0.9,"The windshield is shattered with significant glass loss, indicating severe damage.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003080/2_0.jpg,cardd_yolo__003080,glass_damage,severe,0.9,"The windshield is shattered with a significant impact point and extensive cracking, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__001036/2_0.jpg,cardd_yolo__001036,glass_damage,severe,0.9,"The windshield is shattered with a significant impact area, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000175/2_0.jpg,cardd_yolo__000175,glass_damage,severe,0.9,"The glass is shattered with significant loss, indicating major damage to the vehicle's window.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003769/2_0.jpg,cardd_yolo__003769,glass_damage,severe,0.9,"The image shows a shattered glass surface with significant cracking, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__rear_winscreen--76-_jpg.rf.51fc9a268cb81fc2d5f1664217de85d6/2_0.jpg,sindhu_v9__rear_winscreen--76-_jpg.rf.51fc9a268cb81fc2d5f1664217de85d6,glass_damage,severe,0.9,"The windshield is shattered with significant glass loss, indicating severe damage.",gpt-4o-mini
outputs/stage2_crops_val/crops/cardd_yolo__003972/2_0.jpg,cardd_yolo__003972,glass_damage,severe,0.9,"The glass is shattered with significant damage visible, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops_val/crops/cardd_yolo__003117/2_0.jpg,cardd_yolo__003117,glass_damage,severe,0.9,"The damage includes a large hole in the window, indicating major glass loss and potential structural impact.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003784/2_0.jpg,cardd_yolo__003784,glass_damage,severe,0.9,"The windshield is shattered with significant glass loss, indicating major damage.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__rear_winscreen--79-_jpg.rf.ee70f504ee70e97db1dbd50618a6070f/2_0.jpg,sindhu_v9__rear_winscreen--79-_jpg.rf.ee70f504ee70e97db1dbd50618a6070f,glass_damage,severe,0.9,"The rear window is shattered with significant glass loss, indicating major damage.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000964/2_0.jpg,cardd_yolo__000964,glass_damage,severe,0.9,"The glass is shattered with significant damage visible, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000084/0_0.jpg,cardd_yolo__000084,dent,moderate,0.8,"The damage includes a significant dent with exposed areas, indicating a depth that suggests it falls within the moderate severity range.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__image_265_jpg.rf.6cf287602bcd016e19ce9a8f938ee823/2_3.jpg,sindhu_v9__image_265_jpg.rf.6cf287602bcd016e19ce9a8f938ee823,glass_damage,severe,0.9,"The windshield is shattered with multiple cracks, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003062/2_0.jpg,cardd_yolo__003062,glass_damage,severe,0.9,"The windshield is shattered with significant glass loss, indicating severe damage.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__image_587_jpg.rf.9370841b7ea9f58c2b6defa83392dae3/0_1.jpg,sindhu_v9__image_587_jpg.rf.9370841b7ea9f58c2b6defa83392dae3,dent,moderate,0.8,"The damage includes a significant dent that appears to be larger than 2 cm, with potential paint damage visible.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000464/2_0.jpg,cardd_yolo__000464,glass_damage,severe,0.9,"The windshield is shattered with extensive cracks, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__moderate_bonnet--21-_jpg.rf.a0eb51f893657626039660759cb62260/0_0.jpg,sindhu_v9__moderate_bonnet--21-_jpg.rf.a0eb51f893657626039660759cb62260,dent,moderate,0.8,The dent appears to be larger than 2 cm and likely causes panel deformation without structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__rear_bumper-sep23---4-_jpg.rf.eed1a8b7c5080ec2004370a01c07e05f/0_2.jpg,sindhu_v9__rear_bumper-sep23---4-_jpg.rf.eed1a8b7c5080ec2004370a01c07e05f,dent,moderate,0.8,The dent appears to be larger than 2 cm and shows significant deformation of the panel without structural impact.,gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__rear_winscreen--23-_jpg.rf.5b893574187722a98ef727468650dec1/2_0.jpg,sindhu_v9__rear_winscreen--23-_jpg.rf.5b893574187722a98ef727468650dec1,glass_damage,severe,0.9,"The rear window is shattered, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000254/2_0.jpg,cardd_yolo__000254,glass_damage,severe,0.9,"The windshield is shattered with multiple cracks and significant glass loss, indicating severe damage.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__image_40_jpg.rf.9e0651c98f0dc8b4fbab437d3df2d760/2_0.jpg,sindhu_v9__image_40_jpg.rf.9e0651c98f0dc8b4fbab437d3df2d760,glass_damage,severe,0.9,"The windshield is shattered with significant glass loss, indicating severe damage.",gpt-4o-mini
outputs/stage2_crops/crops/nivethetha_v1__WhatsApp-Image-2023-09-05-at-9-32-52-PM-1-_jpeg.rf.b98238cb160af1c1b6efff0de4159d5e/2_1.jpg,nivethetha_v1__WhatsApp-Image-2023-09-05-at-9-32-52-PM-1-_jpeg.rf.b98238cb160af1c1b6efff0de4159d5e,glass_damage,severe,0.9,"The windshield is shattered with significant glass loss, indicating severe damage.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__major_roof--28-_jpg.rf.9c6fd3b65458cfff756680861879cf38/2_1.jpg,sindhu_v9__major_roof--28-_jpg.rf.9c6fd3b65458cfff756680861879cf38,glass_damage,severe,0.9,"The visible damage includes shattered glass, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__002249/0_2.jpg,cardd_yolo__002249,dent,moderate,0.8,"The damage includes a dent that appears to be larger than 2 cm, with visible paint damage exposing the underlying material.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003102/2_0.jpg,cardd_yolo__003102,glass_damage,severe,0.9,"The image shows a shattered glass with extensive cracking, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000256/2_0.jpg,cardd_yolo__000256,glass_damage,severe,0.9,"The glass is shattered with a significant impact area, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003443/3_0.jpg,cardd_yolo__003443,light_damage,moderate,0.9,"The headlight is cracked and shows signs of shattering, which fits the criteria for moderate damage.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__002356/3_1.jpg,cardd_yolo__002356,light_damage,moderate,0.8,"The headlight shows signs of cracking, indicating damage that is more than superficial but not entirely broken off.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003137/2_0.jpg,cardd_yolo__003137,glass_damage,severe,0.9,"The damage includes a large broken window with significant glass loss, indicating severe damage.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003727/2_0.jpg,cardd_yolo__003727,glass_damage,severe,0.9,"The glass shows a significant break with a large hole, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003204/2_0.jpg,cardd_yolo__003204,glass_damage,severe,0.9,"The windshield is shattered with significant glass loss, indicating major damage.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__001656/2_0.jpg,cardd_yolo__001656,glass_damage,severe,0.9,"The windshield is shattered with a significant impact area, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__001642/2_0.jpg,cardd_yolo__001642,glass_damage,severe,0.9,"The windshield is shattered with extensive cracks, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003055/2_0.jpg,cardd_yolo__003055,glass_damage,severe,0.9,"The glass is shattered with a significant hole, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000267/2_0.jpg,cardd_yolo__000267,glass_damage,severe,0.9,"The window is shattered with significant glass loss, indicating major damage.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000431/0_1.jpg,cardd_yolo__000431,dent,moderate,0.8,"The visible dent appears to be larger than 2 cm and shows signs of panel deformation, but there are no broken parts.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000287/2_0.jpg,cardd_yolo__000287,glass_damage,severe,0.9,"The window is shattered with significant glass loss, indicating major damage.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__rear_winscreen--13-_jpg.rf.e8cf908588f52b7b204d32d232d1cde3/2_0.jpg,sindhu_v9__rear_winscreen--13-_jpg.rf.e8cf908588f52b7b204d32d232d1cde3,glass_damage,severe,0.9,"The rear window is shattered with significant glass loss and visible cracks, indicating major damage.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003722/2_0.jpg,cardd_yolo__003722,glass_damage,severe,0.9,"The windshield is shattered with extensive glass damage, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000163/2_1.jpg,cardd_yolo__000163,glass_damage,severe,0.9,"The window is broken with significant glass loss, indicating severe damage.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003798/2_0.jpg,cardd_yolo__003798,glass_damage,severe,0.9,"The damage shows a significant crack pattern on the glass, indicating major glass loss and potential structural impact.",gpt-4o-mini
outputs/stage2_crops_val/crops/sindhu_v9__image_723_jpg.rf.7de70add7ea492d056668df7941f49b0/2_0.jpg,sindhu_v9__image_723_jpg.rf.7de70add7ea492d056668df7941f49b0,glass_damage,severe,0.9,"The window is shattered with significant glass loss, indicating major damage.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003144/2_5.jpg,cardd_yolo__003144,glass_damage,mild,0.8,The visible damage appears to be superficial scratches without any cracks or broken parts.,gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003844/3_0.jpg,cardd_yolo__003844,light_damage,moderate,0.8,"The tail light shows cracked lenses and visible damage, indicating a moderate level of impact without complete breakage.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003318/2_0.jpg,cardd_yolo__003318,glass_damage,severe,0.9,"The windshield is shattered with significant glass damage, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__major_roof--38-_jpg.rf.15ce37e1bcb50a31fe811282c88677e2/2_1.jpg,sindhu_v9__major_roof--38-_jpg.rf.15ce37e1bcb50a31fe811282c88677e2,glass_damage,severe,0.9,"The windshield is shattered with major glass loss, indicating severe damage.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000269/2_0.jpg,cardd_yolo__000269,glass_damage,severe,0.9,"The windshield is shattered with significant glass loss, indicating severe damage.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000249/2_0.jpg,cardd_yolo__000249,glass_damage,severe,0.9,"The windshield is shattered with major glass loss, indicating severe damage.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000434/2_0.jpg,cardd_yolo__000434,glass_damage,severe,0.9,"The windshield is shattered with extensive glass damage, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000225/2_0.jpg,cardd_yolo__000225,glass_damage,severe,0.9,"The windshield is shattered with a significant hole, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003299/2_0.jpg,cardd_yolo__003299,glass_damage,severe,0.9,"The glass is significantly damaged with a large hole, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003766/2_0.jpg,cardd_yolo__003766,glass_damage,severe,0.9,"The windshield is shattered with significant glass damage, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops_val/crops/sindhu_v9__image_222_jpg.rf.3f2e50eb4224ef494a3800be39ba0181/2_0.jpg,sindhu_v9__image_222_jpg.rf.3f2e50eb4224ef494a3800be39ba0181,glass_damage,severe,0.9,"The windshield is significantly cracked, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__body_pannel--39-_jpg.rf.d865720a72290b2407565c4954e42924/0_0.jpg,sindhu_v9__body_pannel--39-_jpg.rf.d865720a72290b2407565c4954e42924,dent,moderate,0.8,"The damage includes a dent that appears to be larger than 2 cm, with visible deformation of the panel and potential paint damage.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__body_pannel--23-_jpg.rf.f79a3a5037b7bd1ae09426914162d604/0_0.jpg,sindhu_v9__body_pannel--23-_jpg.rf.f79a3a5037b7bd1ae09426914162d604,dent,moderate,0.8,"The dent appears to be larger than 2 cm and shows signs of deformation, indicating a moderate level of damage.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000119/0_3.jpg,cardd_yolo__000119,dent,moderate,0.8,"The visible damage includes a significant crack and deformation, indicating a dent larger than 2 cm and potential structural impact.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__002929/0_2.jpg,cardd_yolo__002929,dent,severe,0.9,"The damage shows significant panel deformation and a bent edge, indicating structural impact.",gpt-4o-mini
outputs/stage2_crops_val/crops/sindhu_v9__rear_winscreen--100-_jpg.rf.a311bb1403c3beb4f89b8f880352ebaf/2_0.jpg,sindhu_v9__rear_winscreen--100-_jpg.rf.a311bb1403c3beb4f89b8f880352ebaf,glass_damage,severe,0.9,"The rear window is shattered with significant glass loss, indicating severe damage.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000393/2_0.jpg,cardd_yolo__000393,glass_damage,severe,0.9,"The windshield is shattered with major glass loss, indicating severe damage.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__rear_winscreen--90-_jpg.rf.c7804ab97c08b3ee98a5327fdf9b0363/2_0.jpg,sindhu_v9__rear_winscreen--90-_jpg.rf.c7804ab97c08b3ee98a5327fdf9b0363,glass_damage,severe,0.9,"The damage shows a significant area of glass missing from the rear windshield, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000101/0_0.jpg,cardd_yolo__000101,dent,moderate,0.8,"The dent appears to be larger than 2 cm and shows signs of paint damage, indicating a moderate level of severity.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__0277_JPEG.rf.4f6cf1aa6d8f39cf441d1b3b894ca684/2_2.jpg,sindhu_v9__0277_JPEG.rf.4f6cf1aa6d8f39cf441d1b3b894ca684,glass_damage,severe,0.9,"The image shows significant damage to the windshield, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000048/2_0.jpg,cardd_yolo__000048,glass_damage,severe,0.9,"The windshield is shattered with significant glass damage, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000406/0_7.jpg,cardd_yolo__000406,dent,moderate,0.8,"The dent appears to be larger than 2 cm in diameter and may have caused some deformation to the panel, but there are no visible cracks or broken parts.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__side_mirror--12-_jpg.rf.328da3b8fcbd2273cdd7d50715d3299b/4_0.jpg,sindhu_v9__side_mirror--12-_jpg.rf.328da3b8fcbd2273cdd7d50715d3299b,mirror_damage,severe,0.9,"The mirror casing appears to be detached and there are visible internal components exposed, indicating broken parts.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003198/2_0.jpg,cardd_yolo__003198,glass_damage,severe,0.9,"The windshield is shattered with significant glass loss, indicating severe damage.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000185/2_0.jpg,cardd_yolo__000185,glass_damage,severe,0.9,"The glass shows a significant hole with shattered fragments, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__000172/2_0.jpg,cardd_yolo__000172,glass_damage,severe,0.9,"The windshield is shattered with significant glass loss, indicating severe damage.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003995/2_0.jpg,cardd_yolo__003995,glass_damage,severe,0.9,"The windshield is shattered with significant glass damage, indicating major glass loss.",gpt-4o-mini
outputs/stage2_crops/crops/cardd_yolo__003799/2_0.jpg,cardd_yolo__003799,glass_damage,severe,0.9,"The windshield is shattered with significant glass loss, indicating severe damage.",gpt-4o-mini
outputs/stage2_crops/crops/sindhu_v9__rear_winscreen--91-_jpg.rf.b042ea34eca1bdc89ae2666447934871/2_0.jpg,sindhu_v9__rear_winscreen--91-_jpg.rf.b042ea34eca1bdc89ae2666447934871,glass_damage,severe,0.9,"The windshield is shattered with significant glass loss, indicating severe damage.",gpt-4o-mini
